                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 1.3905,                 1.8645,                 1.0206,                 1.0328,                0.34916,                0.27609,                0.22847,                0.11645,                0.28319,                 0.2222,                0.19045,                0.07648,                 2.2137,                 3.0196,                 2.2875,                 1.5576,              0.0011169,              0.0011169,              0.0011169
                    102,                  1.337,                 1.7734,                0.94591,                 1.0079,                0.33153,                0.28391,                0.22407,                0.11818,                0.22418,                0.24283,                0.18013,                0.07443,                 2.1642,                 2.9291,                 2.3029,                  1.505,              0.0011114,              0.0011114,              0.0011114
                    103,                 1.3619,                 1.8219,                0.97011,                 1.0231,                0.35426,                0.29359,                0.23009,                0.11221,                0.23778,                0.25734,                0.17766,                0.07185,                 2.2918,                 2.8348,                 2.0522,                 1.6173,              0.0011059,              0.0011059,              0.0011059
                    104,                 1.3597,                 1.8048,                 0.9446,                 1.0125,                0.38155,                 0.2457,                0.23491,                0.11733,                0.29052,                0.20404,                0.17322,                0.07209,                 2.1659,                 3.0754,                 2.0219,                 1.6114,              0.0011004,              0.0011004,              0.0011004
                    105,                  1.374,                 1.8503,                0.96853,                 1.0279,                0.31076,                0.24867,                0.20218,                0.10447,                0.19508,                0.24432,                0.15951,                0.07278,                 2.1094,                 2.8625,                 2.5557,                 1.4471,              0.0010949,              0.0010949,              0.0010949
                    106,                 1.3382,                 1.8036,                0.94105,                 1.0203,                0.37077,                0.27274,                0.25594,                0.12915,                0.28065,                0.22981,                   0.19,                0.07757,                 2.1351,                 3.1149,                 2.0422,                 1.5479,              0.0010894,              0.0010894,              0.0010894
                    107,                 1.3383,                 1.7928,                 0.9391,                  1.011,                0.40236,                0.27125,                0.23753,                0.12377,                0.31003,                0.22521,                0.18581,                0.07585,                 2.0497,                 2.9757,                 2.2147,                 1.4062,              0.0010839,              0.0010839,              0.0010839
                    108,                 1.3229,                 1.8394,                0.92645,                 1.0048,                0.44775,                0.22485,                0.24343,                0.12662,                0.45507,                0.15337,                 0.1814,                0.08374,                 2.2162,                 2.9515,                 2.2412,                 1.3315,              0.0010784,              0.0010784,              0.0010784
                    109,                 1.3463,                 1.8421,                0.96157,                  1.016,                0.32298,                0.31617,                0.24776,                0.12184,                0.30336,                0.19332,                0.18016,                0.07431,                 2.1848,                 3.0183,                 2.0943,                 1.5268,              0.0010729,              0.0010729,              0.0010729
                    110,                 1.3021,                 1.7806,                0.92324,                 1.0118,                0.34814,                0.26182,                0.24547,                0.13381,                0.36565,                0.19816,                0.19633,                0.07978,                 1.9503,                 2.9608,                 2.3548,                 1.2493,              0.0010674,              0.0010674,              0.0010674
                    111,                 1.2993,                  1.745,                0.91401,                  1.007,                0.41538,                0.27113,                0.25823,                 0.1386,                0.35828,                0.20807,                 0.1998,                0.08765,                 1.9426,                 2.9023,                 2.6042,                 1.2513,              0.0010619,              0.0010619,              0.0010619
                    112,                 1.3275,                 1.7851,                0.92654,                 1.0191,                0.38028,                0.28875,                0.25536,                0.13389,                0.36424,                0.19792,                0.19845,                0.07819,                 2.1593,                 2.9227,                 2.0678,                 1.4854,              0.0010564,              0.0010564,              0.0010564
                    113,                 1.2838,                 1.7155,                0.89052,                 0.9964,                0.31822,                0.30127,                0.24232,                0.12844,                0.44962,                 0.1659,                0.19692,                0.08272,                 2.0617,                  2.804,                 2.3544,                 1.3259,              0.0010509,              0.0010509,              0.0010509
                    114,                  1.305,                 1.7783,                0.91773,                0.99452,                0.36609,                0.30153,                0.24642,                0.12612,                0.30166,                0.22509,                0.18628,                0.08504,                 2.2254,                 2.7118,                 2.2279,                 1.4901,              0.0010454,              0.0010454,              0.0010454
                    115,                 1.2972,                  1.752,                0.90587,                0.99367,                 0.3592,                0.30302,                0.25206,                0.13255,                0.27857,                0.20759,                0.19444,                0.08868,                 2.1071,                 2.8489,                 2.0374,                 1.4154,              0.0010399,              0.0010399,              0.0010399
                    116,                 1.2957,                  1.746,                0.90809,                0.99143,                0.38867,                0.28496,                0.24935,                0.12746,                0.41984,                0.21501,                0.21278,                 0.0923,                 2.1086,                 2.6163,                 2.2601,                 1.4516,              0.0010344,              0.0010344,              0.0010344
                    117,                 1.2933,                  1.758,                0.89586,                0.99431,                0.37906,                0.30324,                0.25048,                0.12509,                0.32385,                0.25036,                0.20563,                0.09097,                 2.1638,                 3.0195,                 2.0695,                 1.5044,              0.0010289,              0.0010289,              0.0010289
                    118,                 1.3015,                 1.7836,                0.89719,                0.99696,                0.43223,                0.28056,                0.25123,                0.12984,                 0.3449,                0.22509,                0.20853,                 0.0894,                 2.0175,                 2.9786,                  2.085,                 1.4201,              0.0010234,              0.0010234,              0.0010234
                    119,                 1.2998,                 1.7693,                0.91026,                0.99242,                0.40979,                 0.2854,                  0.262,                0.13464,                0.39724,                0.21368,                0.21176,                0.09124,                 2.1313,                 2.7552,                 2.0261,                 1.4936,              0.0010179,              0.0010179,              0.0010179
                    120,                 1.2722,                 1.7044,                0.88461,                0.98711,                0.38889,                0.27585,                0.24763,                0.12551,                0.37146,                0.18812,                0.18845,                0.08053,                  2.052,                 3.0408,                 2.2149,                  1.362,              0.0010124,              0.0010124,              0.0010124
                    121,                 1.2625,                 1.7409,                0.86855,                0.98544,                0.36323,                  0.286,                0.24458,                0.12733,                0.33709,                0.19147,                 0.1781,                0.07732,                 2.0566,                 2.9958,                 2.1298,                 1.3837,              0.0010069,              0.0010069,              0.0010069
                    122,                 1.2528,                 1.6521,                0.85099,                0.97397,                0.40538,                  0.281,                0.25449,                0.12918,                0.34385,                0.19792,                0.18798,                0.07763,                  2.136,                 2.9736,                 2.1189,                 1.4444,              0.0010014,              0.0010014,              0.0010014
                    123,                 1.2827,                 1.7588,                0.88474,                0.98306,                0.43986,                 0.2854,                0.26184,                0.13311,                0.36941,                 0.2267,                0.20797,                0.08956,                 2.1831,                 2.8395,                 1.8641,                 1.5712,             0.00099587,             0.00099587,             0.00099587
                    124,                 1.2856,                 1.7203,                0.87844,                 0.9911,                0.41507,                 0.3127,                0.26337,                0.13147,                0.41162,                0.18675,                0.19288,                0.07975,                 2.1742,                 3.0898,                  2.105,                 1.5499,             0.00099036,             0.00099036,             0.00099036
                    125,                 1.2947,                 1.7255,                0.88628,                0.98358,                 0.3721,                0.31258,                0.25127,                0.13057,                0.28829,                0.23316,                0.19282,                0.08346,                 2.1703,                 3.0368,                 2.0791,                 1.5549,             0.00098486,             0.00098486,             0.00098486
                    126,                 1.2555,                 1.7093,                0.85889,                0.98466,                0.38196,                0.28069,                0.23631,                 0.1199,                 0.3606,                0.19804,                   0.19,                0.08302,                 2.1976,                 2.9337,                 2.2715,                 1.5844,             0.00097936,             0.00097936,             0.00097936
                    127,                  1.258,                 1.6789,                0.85532,                 0.9846,                0.42281,                0.26629,                0.23783,                0.12733,                 0.4118,                0.22969,                0.21251,                0.09035,                 2.2246,                  2.888,                 2.0396,                 1.5892,             0.00097386,             0.00097386,             0.00097386
                    128,                 1.2958,                 1.7494,                0.89699,                 0.9846,                0.34796,                0.26307,                  0.236,                0.11653,                0.30087,                0.20651,                0.18307,                0.07792,                  2.303,                 2.9656,                 2.0694,                 1.6265,             0.00096836,             0.00096836,             0.00096836
                    129,                   1.26,                 1.7157,                0.87064,                0.98161,                0.41559,                0.27907,                0.24425,                0.11862,                0.33896,                0.22504,                0.18427,                0.07436,                 2.2446,                 2.9939,                 2.3072,                 1.6191,             0.00096286,             0.00096286,             0.00096286
                    130,                 1.2503,                 1.6662,                0.86842,                0.97159,                0.40214,                0.29036,                0.25291,                0.12984,                0.28992,                0.23614,                0.19941,                0.07653,                 2.1977,                 2.9296,                 2.1345,                 1.5975,             0.00095736,             0.00095736,             0.00095736
                    131,                 1.2497,                 1.7053,                0.85629,                0.97401,                0.41517,                  0.306,                0.25664,                0.13331,                0.32302,                0.20884,                0.18893,                0.08658,                 2.2058,                 2.8701,                 2.2086,                 1.6035,             0.00095186,             0.00095186,             0.00095186
                    132,                 1.2719,                 1.7237,                0.86033,                0.97885,                0.41141,                0.27101,                0.25541,                0.13178,                0.35743,                0.23552,                0.21912,                0.09068,                 2.2848,                 2.9092,                 1.9844,                 1.6556,             0.00094636,             0.00094636,             0.00094636
                    133,                 1.2084,                 1.6276,                0.83027,                 0.9663,                0.31305,                0.31891,                0.27073,                0.13941,                0.31928,                0.24408,                0.22136,                0.09175,                 2.2431,                 2.9275,                 2.0213,                 1.6339,             0.00094085,             0.00094085,             0.00094085
                    134,                 1.2108,                 1.6316,                0.83161,                0.96473,                0.31753,                0.29132,                0.24004,                0.12982,                0.26786,                0.25214,                0.20507,                0.08535,                  2.108,                 2.8362,                 2.0858,                 1.4787,             0.00093535,             0.00093535,             0.00093535
                    135,                 1.1956,                 1.6387,                0.80106,                0.96254,                0.39713,                0.25991,                0.24391,                0.13012,                0.33226,                0.19929,                0.19326,                0.07944,                 2.2287,                 2.8385,                 2.0021,                 1.5838,             0.00092985,             0.00092985,             0.00092985
                    136,                 1.2294,                 1.6613,                0.83434,                0.97418,                0.40945,                0.25549,                0.23943,                0.12563,                0.40102,                0.19804,                0.19356,                  0.081,                 2.1553,                 2.8217,                 2.3556,                 1.5619,             0.00092435,             0.00092435,             0.00092435
                    137,                 1.2104,                 1.6266,                0.82684,                0.96408,                0.35871,                0.28315,                0.24542,                0.12655,                0.35344,                0.20772,                0.20294,                0.08457,                 2.2164,                 2.9185,                 2.0785,                   1.59,             0.00091885,             0.00091885,             0.00091885
                    138,                 1.2043,                 1.5981,                0.82045,                0.96329,                0.39178,                 0.2662,                0.25445,                0.13093,                0.37308,                0.20909,                0.20779,                0.08613,                 2.1031,                  2.996,                 2.0732,                 1.4397,             0.00091335,             0.00091335,             0.00091335
                    139,                 1.1894,                  1.604,                0.79856,                0.96021,                0.41487,                0.27287,                0.24767,                0.13145,                0.37258,                0.20574,                0.19086,                 0.0819,                 2.2306,                 3.0156,                 2.3024,                  1.572,             0.00090785,             0.00090785,             0.00090785
                    140,                 1.2235,                 1.6514,                0.83056,                0.96801,                0.39639,                0.27895,                 0.2381,                0.12411,                0.37464,                0.19953,                0.19635,                0.08511,                  2.187,                 3.0786,                 2.1574,                  1.543,             0.00090235,             0.00090235,             0.00090235
                    141,                 1.2352,                  1.677,                 0.8334,                0.97337,                 0.3465,                 0.3019,                0.25079,                0.13099,                0.40949,                0.19699,                0.20242,                0.08208,                 2.2443,                 2.9036,                 1.9768,                 1.6304,             0.00089685,             0.00089685,             0.00089685
                    142,                 1.1924,                 1.6308,                0.79928,                0.95506,                0.36789,                0.27746,                0.24357,                0.12695,                0.30969,                 0.2169,                0.18884,                0.08378,                 2.1773,                 2.9488,                 2.1764,                 1.5581,             0.00089134,             0.00089134,             0.00089134
                    143,                 1.1782,                 1.6095,                0.78881,                0.96352,                0.33788,                0.28242,                0.24446,                0.12651,                0.36977,                0.18336,                 0.1909,                0.08263,                 2.2072,                 3.0485,                 2.0524,                 1.5627,             0.00088584,             0.00088584,             0.00088584
                    144,                 1.1561,                 1.5617,                0.77065,                0.94623,                0.33958,                0.29049,                 0.2487,                0.13251,                0.28087,                0.24432,                 0.2014,                 0.0845,                 2.2882,                 2.9624,                 2.3909,                 1.6578,             0.00088034,             0.00088034,             0.00088034
                    145,                 1.1941,                 1.5928,                 0.7902,                0.95283,                0.40542,                0.26051,                0.24584,                0.12704,                0.32695,                0.23626,                0.21213,                0.08363,                 2.2601,                 3.0427,                 2.1472,                 1.6834,             0.00087484,             0.00087484,             0.00087484
                    146,                 1.1805,                 1.5898,                0.79961,                0.95186,                 0.4699,                0.24234,                0.25525,                0.13564,                0.39997,                0.20114,                0.21342,                0.08558,                 2.2425,                 2.8912,                 2.1365,                 1.6491,             0.00086934,             0.00086934,             0.00086934
                    147,                 1.1982,                 1.5987,                  0.805,                0.96704,                0.35857,                0.27758,                  0.255,                0.13098,                0.43296,                0.16479,                0.19437,                0.08628,                  2.151,                 2.7889,                 2.2979,                 1.5717,             0.00086384,             0.00086384,             0.00086384
                    148,                 1.1821,                 1.6114,                0.78516,                 0.9587,                0.35196,                 0.3096,                0.25456,                 0.1308,                0.38364,                0.22038,                0.20996,                0.08391,                 2.2118,                  2.802,                 2.0233,                 1.5778,             0.00085834,             0.00085834,             0.00085834
                    149,                 1.1701,                 1.5743,                0.78698,                0.95856,                0.41989,                0.25847,                 0.2556,                0.13075,                0.35983,                0.21727,                0.21151,                0.08869,                 2.1946,                  2.886,                 2.1561,                 1.5763,             0.00085284,             0.00085284,             0.00085284
                    150,                 1.1403,                   1.52,                0.75329,                0.93689,                0.43284,                0.26145,                0.24974,                0.13247,                 0.2768,                0.26331,                0.20504,                0.08794,                   2.19,                 2.9983,                 2.1053,                 1.5676,             0.00084734,             0.00084734,             0.00084734
                    151,                 1.1852,                  1.614,                0.78997,                 0.9493,                0.29265,                0.30625,                0.25429,                0.13213,                0.33726,                0.23636,                0.21289,                0.08704,                 2.1893,                 2.9935,                 2.0257,                  1.612,             0.00084184,             0.00084184,             0.00084184
                    152,                 1.1615,                 1.5276,                0.76495,                0.95189,                0.47219,                0.22807,                0.24627,                0.12674,                0.30322,                0.20956,                0.19663,                0.08003,                 2.2201,                 2.8799,                 2.1263,                 1.5591,             0.00083633,             0.00083633,             0.00083633
                    153,                 1.1705,                 1.5597,                0.76291,                0.94734,                0.35861,                0.28081,                0.24402,                0.12502,                0.33086,                 0.2313,                0.19481,                0.08429,                 2.2595,                 3.0046,                 1.9429,                 1.7109,             0.00083083,             0.00083083,             0.00083083
                    154,                 1.1668,                 1.5699,                0.76834,                0.94522,                0.37067,                0.28863,                0.24655,                0.12778,                0.41985,                 0.2138,                0.20145,                0.08424,                 2.2291,                 2.9714,                 2.2463,                 1.6675,             0.00082533,             0.00082533,             0.00082533
                    155,                 1.1374,                  1.552,                0.74547,                0.93688,                0.35969,                0.26319,                0.24543,                0.12708,                0.27107,                 0.2126,                0.18682,                0.08097,                 2.2979,                 2.8057,                 2.1591,                 1.5897,             0.00081983,             0.00081983,             0.00081983
                    156,                 1.1521,                 1.5602,                0.76945,                0.94037,                0.38094,                0.26803,                0.25499,                0.13313,                 0.3246,                0.21405,                0.19806,                0.08693,                 2.1582,                 2.8765,                 1.9742,                 1.5822,             0.00081433,             0.00081433,             0.00081433
                    157,                 1.1383,                 1.5196,                0.73442,                0.94055,                0.41317,                0.29831,                0.28487,                0.14202,                 0.4213,                0.17893,                0.19466,                0.08647,                 2.2178,                 2.9537,                 1.8064,                 1.5195,             0.00080883,             0.00080883,             0.00080883
                    158,                  1.149,                 1.5604,                0.74359,                0.93884,                0.45323,                 0.2454,                0.25705,                0.13249,                0.38563,                0.20586,                0.20651,                0.08874,                 2.1969,                 2.9337,                 2.0393,                 1.5619,             0.00080333,             0.00080333,             0.00080333
                    159,                 1.1608,                  1.577,                0.76449,                0.95377,                0.41607,                0.25996,                0.24951,                0.12699,                 0.3775,                0.21703,                0.20666,                0.09137,                   2.21,                 2.8784,                 2.0237,                 1.5256,             0.00079783,             0.00079783,             0.00079783
                    160,                 1.1451,                  1.569,                0.75103,                0.94393,                0.35953,                0.30187,                0.26759,                0.13002,                0.39826,                0.21368,                0.20503,                0.08555,                 2.2202,                 2.9387,                 2.0792,                 1.5433,             0.00079233,             0.00079233,             0.00079233
                    161,                 1.1476,                 1.5524,                0.77094,                0.93776,                0.34427,                 0.2998,                0.24644,                0.13019,                0.35751,                0.21207,                0.19604,                0.08675,                 2.2345,                 3.0001,                 2.0801,                  1.648,             0.00078682,             0.00078682,             0.00078682
                    162,                 1.1208,                 1.5116,                  0.738,                0.93448,                0.36399,                0.27423,                0.23037,                0.12262,                0.33609,                0.22981,                0.20173,                0.08757,                 2.2221,                 3.0511,                 2.1886,                 1.6135,             0.00078132,             0.00078132,             0.00078132
                    163,                 1.1045,                 1.5006,                0.73301,                0.93284,                 0.3598,                0.28391,                0.23837,                0.12004,                0.30785,                0.22509,                0.19122,                0.07532,                  2.251,                 3.0847,                 2.1622,                 1.5827,             0.00077582,             0.00077582,             0.00077582
                    164,                 1.1342,                 1.5371,                0.75821,                0.94236,                0.44732,                0.24569,                0.23633,                0.11961,                0.46401,                 0.2138,                 0.2041,                0.08261,                 2.2152,                 2.9587,                 2.0083,                 1.6324,             0.00077032,             0.00077032,             0.00077032
                    165,                  1.122,                 1.5148,                0.73108,                0.93023,                 0.4135,                0.28384,                0.24788,                0.12122,                0.36644,                0.21392,                0.19149,                0.07564,                 2.2233,                 2.9985,                 2.1198,                 1.6099,             0.00076482,             0.00076482,             0.00076482
                    166,                 1.1172,                 1.5249,                0.73392,                0.93721,                0.39326,                0.27915,                0.25144,                  0.127,                0.36097,                0.20735,                0.19281,                0.08176,                 2.2021,                 3.2044,                 2.1349,                 1.6005,             0.00075932,             0.00075932,             0.00075932
                    167,                 1.1462,                  1.547,                 0.7441,                0.92712,                0.37014,                0.27597,                0.23521,                0.12232,                 0.3217,                0.21541,                0.18216,                0.08072,                 2.2126,                 2.9261,                 2.2308,                 1.5769,             0.00075382,             0.00075382,             0.00075382
                    168,                 1.1051,                 1.5115,                0.73096,                0.93454,                 0.4121,                0.26468,                0.24296,                0.12802,                0.34421,                0.21394,                0.19838,                 0.0886,                 2.2141,                  3.014,                   2.08,                 1.5962,             0.00074832,             0.00074832,             0.00074832
                    169,                 1.1229,                 1.5386,                 0.7425,                0.93619,                0.36006,                0.28863,                0.24352,                0.12588,                0.35088,                 0.2107,                0.19592,                 0.0869,                 2.2171,                 2.9041,                 2.2119,                 1.5894,             0.00074282,             0.00074282,             0.00074282
                    170,                 1.1259,                 1.5064,                0.73462,                0.92914,                 0.3618,                0.27758,                0.25164,                0.13103,                0.27402,                0.22295,                0.19111,                0.08727,                 2.1628,                 2.9563,                 2.0377,                 1.5837,             0.00073731,             0.00073731,             0.00073731
                    171,                 1.1122,                 1.5097,                0.72419,                0.92918,                0.31608,                0.31605,                0.23608,                0.12071,                0.25376,                0.20784,                0.17276,                0.07796,                 2.2156,                 2.9053,                 2.1731,                  1.572,             0.00073181,             0.00073181,             0.00073181
                    172,                 1.0993,                 1.4742,                0.70219,                0.92774,                0.29822,                0.29264,                0.24154,                0.12577,                0.32224,                0.20276,                0.19523,                0.08344,                 2.2358,                 2.8742,                 2.1117,                 1.5897,             0.00072631,             0.00072631,             0.00072631
                    173,                 1.0895,                 1.4615,                0.69268,                0.92528,                0.33093,                0.30947,                0.24393,                0.12831,                0.30836,                0.21392,                0.19873,                0.08384,                 2.2173,                 2.9682,                 2.2056,                 1.6138,             0.00072081,             0.00072081,             0.00072081
                    174,                 1.0766,                 1.4852,                0.69568,                0.92064,                0.27234,                0.32368,                 0.2312,                0.12238,                0.39255,                0.18824,                0.19213,                0.07916,                 2.2382,                 3.0929,                 2.4864,                 1.5942,             0.00071531,             0.00071531,             0.00071531
                    175,                 1.0855,                 1.4789,                0.69715,                0.92219,                0.33965,                0.30765,                0.24463,                0.12144,                0.36296,                0.18864,                0.18929,                0.08004,                 2.2379,                 3.2309,                 2.4035,                 1.5962,             0.00070981,             0.00070981,             0.00070981
                    176,                 1.1025,                 1.4929,                 0.7087,                0.92022,                0.34863,                0.27758,                0.22882,                0.12131,                0.25734,                0.22683,                0.18789,                0.07885,                 2.2786,                 3.0845,                 2.1876,                 1.6624,             0.00070431,             0.00070431,             0.00070431
                    177,                 1.0883,                 1.4896,                0.71059,                0.92331,                0.27854,                 0.2963,                0.21704,                0.11091,                0.27506,                0.23303,                0.18487,                0.07455,                 2.2503,                 3.0618,                  2.256,                 1.5742,             0.00069881,             0.00069881,             0.00069881
                    178,                  1.089,                 1.4523,                0.70197,                0.91422,                0.32191,                0.30649,                 0.2441,                0.12477,                0.38239,                0.18985,                0.19846,                0.07879,                 2.2532,                 3.1279,                 2.2923,                 1.6279,             0.00069331,             0.00069331,             0.00069331
                    179,                 1.0962,                 1.4906,                0.71414,                0.92412,                0.31899,                0.29246,                0.23338,                0.12014,                0.37238,                 0.1932,                0.18766,                0.07242,                 2.2174,                 3.0093,                 2.2765,                 1.6213,              0.0006878,              0.0006878,              0.0006878
                    180,                 1.0761,                  1.439,                0.71921,                0.91623,                0.37422,                0.25214,                0.24437,                0.13208,                0.39602,                0.16752,                0.19204,                0.08182,                 2.2194,                 3.1565,                 2.2058,                 1.5869,              0.0006823,              0.0006823,              0.0006823
                    181,                 1.0756,                  1.476,                0.70004,                0.92635,                0.36557,                 0.2715,                0.24727,                 0.1314,                0.32269,                0.19965,                0.19739,                0.08007,                 2.2186,                 3.0225,                 2.2243,                 1.5866,              0.0006768,              0.0006768,              0.0006768
                    182,                 1.0537,                 1.4377,                  0.682,                0.91699,                0.39109,                0.25388,                0.24608,                0.13051,                0.39795,                0.21243,                 0.2142,                0.08546,                 2.2045,                 3.1048,                 2.1262,                 1.6035,              0.0006713,              0.0006713,              0.0006713
                    183,                 1.0383,                 1.4009,                0.67225,                0.90622,                0.37153,                0.26965,                0.25597,                0.13314,                0.40615,                0.18836,                0.20621,                0.08821,                 2.2273,                 3.1037,                 2.1261,                 1.6262,              0.0006658,              0.0006658,              0.0006658
                    184,                 1.0706,                 1.4478,                0.69622,                0.92791,                0.39833,                0.27101,                0.26872,                0.13798,                0.42074,                0.19147,                0.21995,                0.09414,                 2.2287,                 3.0277,                 2.2158,                 1.5914,              0.0006603,              0.0006603,              0.0006603
                    185,                 1.0735,                 1.4387,                0.68769,                0.91647,                0.34771,                0.30141,                0.25939,                0.13622,                  0.328,                0.21554,                0.20578,                0.09144,                 2.1444,                  3.037,                 2.2011,                 1.5608,              0.0006548,              0.0006548,              0.0006548
                    186,                 1.0552,                 1.4385,                0.67854,                0.91566,                0.30286,                0.31752,                0.25094,                0.12681,                0.43163,                0.17409,                 0.1932,                0.08089,                 2.1825,                 3.0366,                 2.1249,                 1.5405,              0.0006493,              0.0006493,              0.0006493
                    187,                 1.0431,                 1.4017,                0.66615,                 0.9081,                0.36294,                0.29831,                0.25146,                0.12909,                0.30795,                0.22904,                0.20909,                0.08476,                 2.1978,                   3.09,                 2.1898,                 1.5662,              0.0006438,              0.0006438,              0.0006438
                    188,                  1.074,                 1.4838,                 0.6941,                0.91541,                0.35855,                0.31592,                0.26227,                0.13097,                0.43161,                0.20437,                0.21414,                0.08768,                 2.1674,                 3.2472,                 2.1929,                 1.5744,             0.00063829,             0.00063829,             0.00063829
                    189,                 1.0547,                 1.4229,                0.67869,                0.91471,                0.33648,                0.30165,                 0.2503,                0.12462,                0.37922,                0.21065,                0.20203,                0.08797,                 2.1606,                 3.0772,                 2.2975,                 1.5443,             0.00063279,             0.00063279,             0.00063279
                    190,                 1.0646,                 1.4489,                0.67085,                0.91075,                0.38324,                 0.2648,                0.22958,                 0.1102,                0.34158,                0.20747,                0.17901,                0.07242,                  2.249,                  2.984,                 2.3815,                  1.612,             0.00062729,             0.00062729,             0.00062729
                    191,                 1.0398,                 1.4118,                0.66929,                0.90747,                0.40459,                0.25525,                0.22622,                0.11223,                0.33166,                0.19711,                0.17333,                 0.0707,                 2.1543,                 3.0387,                 2.3142,                  1.571,             0.00062179,             0.00062179,             0.00062179
                    192,                 1.0295,                 1.4366,                0.65643,                0.89822,                0.29952,                0.28887,                0.21391,                0.10402,                0.33638,                0.19634,                 0.1723,                0.07508,                 2.1848,                 2.9086,                  2.356,                 1.5434,             0.00061629,             0.00061629,             0.00061629
                    193,                  1.054,                 1.4492,                0.67649,                0.91094,                0.29968,                0.32128,                0.22559,                0.11319,                0.36251,                0.19965,                0.18758,                0.08137,                 2.2472,                 3.0949,                 2.3904,                 1.6319,             0.00061079,             0.00061079,             0.00061079
                    194,                 1.0617,                  1.435,                0.67022,                0.90861,                0.41602,                0.26654,                0.25107,                0.12575,                0.38775,                0.19171,                0.19011,                 0.0797,                 2.2302,                 3.4205,                  2.328,                 1.6162,             0.00060529,             0.00060529,             0.00060529
                    195,                 1.0532,                  1.412,                0.66087,                0.91323,                 0.3811,                0.27647,                0.24358,                0.12575,                0.36867,                0.19726,                 0.1886,                0.08009,                  2.208,                 3.2191,                 2.2698,                 1.6459,             0.00059979,             0.00059979,             0.00059979
                    196,                 1.0424,                  1.416,                0.66383,                0.90736,                 0.3544,                 0.2746,                0.24145,                0.12508,                0.40484,                0.18802,                0.20385,                0.08414,                 2.1527,                 3.0802,                 2.1163,                 1.5558,             0.00059429,             0.00059429,             0.00059429
                    197,                  1.028,                 1.4032,                0.65485,                0.91157,                0.36201,                0.28726,                0.24943,                0.12325,                0.42121,                0.18998,                0.20204,                0.08666,                   2.27,                 3.1571,                 2.2637,                 1.6156,             0.00058878,             0.00058878,             0.00058878
                    198,                 1.0208,                 1.3763,                0.64898,                0.90312,                0.35884,                0.28314,                0.24636,                0.12541,                0.40203,                 0.1994,                0.20142,                0.08622,                 2.2252,                 3.2053,                 2.2757,                 1.6564,             0.00058328,             0.00058328,             0.00058328
                    199,                 1.0461,                 1.4206,                0.67631,                0.91059,                0.35003,                0.29185,                0.23693,                0.11924,                0.38882,                0.18179,                0.18716,                0.07737,                 2.2755,                  3.314,                 2.5037,                 1.6288,             0.00057778,             0.00057778,             0.00057778
                    200,                 1.0109,                 1.3802,                0.63355,                0.90147,                0.33194,                0.29198,                0.25355,                0.13193,                0.40016,                0.18687,                0.20255,                0.09048,                 2.2346,                 3.2876,                 2.1606,                 1.5751,             0.00057228,             0.00057228,             0.00057228
                    201,                 1.0081,                  1.354,                0.63737,                0.90047,                0.42576,                0.26803,                0.24812,                0.12316,                0.41719,                0.19523,                0.19309,                0.08426,                 2.2371,                 3.1456,                 2.2614,                 1.5909,             0.00056678,             0.00056678,             0.00056678
                    202,                 1.0395,                 1.4169,                0.65767,                0.90195,                0.36207,                0.29532,                0.23641,                0.11818,                0.37714,                0.20582,                0.18986,                0.08134,                 2.2395,                 3.0756,                 2.3271,                 1.5703,             0.00056128,             0.00056128,             0.00056128
                    203,                0.99652,                 1.3574,                0.62985,                 0.8985,                0.44028,                0.24892,                0.25323,                0.12839,                0.41058,                0.19561,                0.19775,                0.08478,                 2.1873,                 3.1439,                 2.2028,                 1.5508,             0.00055578,             0.00055578,             0.00055578
                    204,                  1.031,                 1.3771,                0.64617,                0.89941,                0.33669,                0.27783,                0.24225,                0.12046,                0.38431,                0.18687,                0.19507,                0.08284,                 2.1911,                 3.0629,                 2.3261,                 1.5312,             0.00055028,             0.00055028,             0.00055028
                    205,                 1.0106,                 1.3813,                0.63693,                0.90258,                 0.3366,                0.28552,                0.23339,                0.12243,                0.37352,                0.19147,                0.19009,                0.07939,                 2.2234,                 3.2207,                 2.3952,                 1.5923,             0.00054478,             0.00054478,             0.00054478
                    206,                 0.9973,                 1.3752,                0.62727,                0.89617,                0.42635,                0.23452,                0.23025,                0.11711,                0.34835,                0.20759,                 0.1891,                0.07911,                 2.2229,                 3.2013,                 2.3742,                  1.627,             0.00053927,             0.00053927,             0.00053927
                    207,                 1.0074,                 1.3647,                0.65114,                0.89856,                0.29513,                0.30141,                0.24396,                0.12561,                0.45557,                0.17695,                0.19491,                0.08448,                   2.25,                 3.2165,                 2.4569,                 1.6309,             0.00053377,             0.00053377,             0.00053377
                    208,                 1.0048,                 1.3673,                0.63585,                 0.8953,                0.35527,                0.27436,                0.23983,                0.12074,                0.33854,                0.20479,                 0.1917,                 0.0795,                 2.2617,                 3.2795,                 2.4222,                 1.6555,             0.00052827,             0.00052827,             0.00052827
