                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                 0.9973,                  1.367,                0.62736,                0.89632,                0.32556,                0.30314,                0.25693,                0.12708,                0.34672,                0.20618,                0.20082,                 0.0874,                 2.2337,                 3.1525,                 2.2242,                 1.6202,             0.00052277,             0.00052277,             0.00052277
                    210,                0.98826,                 1.3339,                0.62138,                0.88886,                0.32007,                0.31282,                0.25254,                0.12967,                0.40493,                0.17719,                 0.1966,                0.08757,                 2.2555,                 3.1124,                 2.2529,                 1.6412,             0.00051727,             0.00051727,             0.00051727
                    211,                 1.0016,                 1.3563,                0.63482,                0.89906,                 0.3764,                0.26468,                0.23118,                0.12004,                0.33445,                0.17248,                0.16969,                0.07159,                 2.2404,                 3.1042,                 2.3046,                 1.5898,             0.00051177,             0.00051177,             0.00051177
                    212,                0.98837,                 1.3522,                0.62354,                0.89284,                0.34814,                0.27444,                0.24018,                0.11672,                0.32095,                0.19643,                 0.1781,                0.07287,                 2.2459,                 3.0897,                 2.3192,                 1.6165,             0.00050627,             0.00050627,             0.00050627
                    213,                0.98804,                 1.3286,                 0.6186,                0.88822,                0.32446,                 0.2823,                0.23973,                0.12679,                0.33858,                 0.1963,                0.19498,                0.08709,                 2.2817,                 3.0775,                 2.3352,                  1.634,             0.00050077,             0.00050077,             0.00050077
                    214,                0.98507,                 1.3232,                0.61945,                0.89777,                0.34258,                 0.2921,                0.25123,                0.13302,                0.31234,                0.23465,                0.20347,                0.08883,                 2.2129,                 3.0761,                 2.2295,                 1.5719,             0.00049527,             0.00049527,             0.00049527
                    215,                0.98688,                 1.3255,                0.62661,                0.88611,                0.37155,                0.27138,                0.24994,                0.12845,                0.31382,                0.22658,                0.19772,                 0.0865,                 2.2818,                 3.1673,                 2.2849,                  1.654,             0.00048976,             0.00048976,             0.00048976
                    216,                0.97054,                 1.3139,                0.60431,                0.88595,                  0.379,                0.26062,                0.24849,                0.12842,                0.31674,                0.20747,                0.19576,                0.08481,                 2.2184,                 3.1918,                 2.4215,                 1.6365,             0.00048426,             0.00048426,             0.00048426
                    217,                0.97109,                 1.3048,                0.61082,                0.88705,                0.43989,                0.25686,                0.25966,                 0.1268,                0.40857,                0.20759,                0.19921,                0.08604,                 2.2266,                 3.1112,                 2.3187,                 1.6028,             0.00047876,             0.00047876,             0.00047876
                    218,                0.98641,                 1.3517,                0.62787,                 0.8939,                0.36757,                0.27621,                0.24952,                0.12514,                 0.3499,                0.20437,                0.19554,                0.08523,                 2.2308,                 3.1176,                  2.245,                  1.597,             0.00047326,             0.00047326,             0.00047326
                    219,                0.98857,                 1.3679,                0.62946,                0.89511,                0.36256,                0.27597,                0.24809,                0.12341,                0.33757,                0.20732,                0.19704,                0.08526,                 2.2537,                  3.183,                 2.2158,                 1.6333,             0.00046776,             0.00046776,             0.00046776
                    220,                0.96502,                 1.3317,                0.61365,                0.89342,                0.37351,                0.25823,                0.24247,                0.12037,                0.37128,                0.20735,                0.19937,                0.08755,                 2.2842,                 3.2771,                 2.4683,                 1.6533,             0.00046226,             0.00046226,             0.00046226
                    221,                0.99319,                 1.3511,                0.61983,                0.89755,                0.30428,                0.34483,                 0.2581,                0.12818,                0.35584,                0.18526,                0.18986,                0.08301,                 2.2673,                 3.4473,                 2.1693,                 1.6163,             0.00045676,             0.00045676,             0.00045676
                    222,                0.96313,                 1.2954,                 0.5883,                 0.8847,                 0.4229,                0.27241,                0.26839,                0.12916,                0.42505,                0.19941,                0.20553,                0.08711,                 2.2235,                 3.3527,                 2.2553,                 1.5674,             0.00045126,             0.00045126,             0.00045126
                    223,                0.98124,                 1.3303,                0.60629,                0.89142,                0.33328,                0.31903,                0.24912,                0.12884,                0.41647,                0.19701,                0.20229,                0.08555,                 2.2415,                 3.4799,                 2.2942,                 1.5972,             0.00044576,             0.00044576,             0.00044576
                    224,                0.97462,                 1.3204,                0.61154,                 0.8879,                0.34769,                0.30817,                0.25368,                0.12809,                0.37983,                0.18562,                0.20104,                0.08701,                 2.2317,                 3.5615,                 2.1152,                 1.6177,             0.00044025,             0.00044025,             0.00044025
                    225,                0.97182,                 1.3116,                0.60603,                0.88591,                0.32286,                0.30439,                0.24352,                0.12233,                0.34567,                0.20353,                0.20078,                0.08535,                 2.3092,                 3.4074,                 2.2733,                  1.634,             0.00043475,             0.00043475,             0.00043475
                    226,                0.94416,                 1.3031,                0.59662,                0.88499,                0.33362,                0.30798,                0.25203,                0.12819,                0.27907,                 0.2236,                 0.1973,                0.08797,                 2.2836,                 3.3996,                 2.2314,                 1.6494,             0.00042925,             0.00042925,             0.00042925
                    227,                0.97227,                 1.3519,                0.61304,                 0.8974,                0.37441,                0.27177,                0.24713,                0.12663,                0.42831,                0.18985,                0.20468,                0.08593,                 2.2982,                 3.3826,                 2.2004,                 1.6584,             0.00042375,             0.00042375,             0.00042375
                    228,                0.95754,                 1.2956,                0.59895,                0.88524,                0.42674,                0.26135,                0.25483,                0.13302,                 0.3966,                0.18836,                0.19916,                0.09048,                 2.2674,                 3.2781,                 2.1892,                 1.6311,             0.00041825,             0.00041825,             0.00041825
                    229,                0.96982,                 1.3237,                0.61093,                0.89016,                0.36802,                0.27771,                0.24998,                0.13604,                0.34915,                0.20839,                0.20625,                0.09134,                 2.2698,                 3.2284,                 2.1856,                 1.6318,             0.00041275,             0.00041275,             0.00041275
                    230,                0.94607,                 1.2867,                0.59549,                0.88076,                0.30319,                0.29626,                0.25292,                0.13461,                0.41853,                0.19953,                0.20776,                0.09093,                 2.2681,                 3.1586,                 2.1243,                 1.6147,             0.00040725,             0.00040725,             0.00040725
                    231,                0.94789,                 1.2979,                0.58803,                0.87966,                0.36355,                0.29864,                0.26237,                0.12856,                0.36379,                0.19171,                0.18702,                0.08053,                 2.2943,                 3.1925,                 2.1028,                   1.65,             0.00040175,             0.00040175,             0.00040175
                    232,                0.92845,                 1.2617,                0.57202,                0.87754,                 0.2982,                0.29124,                0.22552,                 0.1063,                0.37738,                0.16292,                0.16266,                0.07158,                 2.2563,                 3.3124,                 2.3147,                 1.6326,             0.00039625,             0.00039625,             0.00039625
                    233,                 0.9437,                 1.2949,                0.58923,                0.88434,                0.40759,                0.26576,                0.25385,                0.12978,                0.37844,                0.18998,                0.19718,                0.08603,                 2.2778,                 3.1752,                 2.1924,                 1.6303,             0.00039074,             0.00039074,             0.00039074
                    234,                0.93717,                 1.2898,                0.58069,                0.88006,                0.39689,                0.27597,                0.25428,                0.13042,                0.39988,                0.20276,                0.20573,                0.08792,                 2.2526,                 3.1873,                 2.3089,                 1.6083,             0.00038524,             0.00038524,             0.00038524
                    235,                0.95472,                 1.2925,                0.59284,                0.88421,                0.33253,                0.32904,                 0.2452,                0.11904,                0.32972,                0.20288,                0.18428,                0.08092,                 2.2591,                 3.2254,                 2.4509,                 1.6338,             0.00037974,             0.00037974,             0.00037974
                    236,                0.95976,                 1.3155,                0.59528,                0.88653,                0.33387,                0.30867,                0.24866,                0.12614,                0.36555,                0.18849,                0.18912,                  0.079,                 2.2348,                 3.2723,                 2.4276,                 1.6105,             0.00037424,             0.00037424,             0.00037424
                    237,                0.93292,                 1.2803,                0.58397,                 0.8785,                0.31819,                0.30195,                0.23707,                0.11777,                0.25439,                0.22695,                0.18362,                0.07682,                 2.2719,                 3.3059,                 2.2673,                 1.6347,             0.00036874,             0.00036874,             0.00036874
                    238,                0.91776,                 1.2457,                0.56811,                0.87963,                0.30948,                0.31259,                0.23908,                 0.1217,                0.32291,                0.19804,                0.18525,                0.08003,                 2.2627,                 3.2327,                 2.2302,                 1.6126,             0.00036324,             0.00036324,             0.00036324
                    239,                 0.9399,                 1.2842,                0.59438,                0.87974,                0.30097,                0.29759,                0.21915,                0.10515,                0.25419,                0.22372,                0.17041,                0.07225,                 2.2601,                 3.2635,                 2.3049,                 1.6194,             0.00035774,             0.00035774,             0.00035774
                    240,                0.91977,                 1.2379,                0.59223,                0.87085,                0.31528,                0.31592,                0.25342,                0.13295,                0.30257,                 0.2205,                0.20147,                0.08773,                 2.2967,                  3.145,                 2.2579,                 1.6461,             0.00035224,             0.00035224,             0.00035224
                    241,                0.93701,                 1.2744,                0.59346,                0.87909,                 0.3521,                0.30557,                0.26482,                0.13065,                0.40598,                 0.1932,                0.20348,                0.08663,                 2.3079,                 3.2426,                  2.227,                 1.6272,             0.00034674,             0.00034674,             0.00034674
                    242,                0.92554,                 1.2741,                0.58053,                0.88282,                 0.3525,                0.27907,                0.23893,                0.12455,                0.34562,                0.21231,                 0.1981,                0.08597,                 2.2908,                  3.235,                 2.4301,                 1.6225,             0.00034123,             0.00034123,             0.00034123
                    243,                0.93422,                 1.2629,                0.58566,                 0.8798,                0.33596,                0.29036,                0.24867,                0.13104,                0.28697,                0.21243,                0.19774,                0.08403,                 2.2742,                 3.3267,                 2.4858,                 1.6378,             0.00033573,             0.00033573,             0.00033573
                    244,                 0.9296,                 1.2471,                0.57169,                0.87172,                0.34566,                0.29694,                0.24604,                0.12664,                0.30773,                0.22334,                0.19295,                0.07959,                 2.2526,                 3.3683,                 2.3308,                 1.6117,             0.00033023,             0.00033023,             0.00033023
                    245,                0.91981,                 1.2686,                0.57134,                0.87479,                0.32309,                0.30153,                0.23843,                0.12412,                0.36785,                0.17907,                0.18602,                0.08404,                  2.271,                 3.4226,                 2.3569,                 1.6401,             0.00032473,             0.00032473,             0.00032473
                    246,                0.91333,                 1.2592,                0.56659,                0.87391,                0.31138,                0.29073,                0.22869,                0.11519,                0.31456,                 0.1932,                 0.1703,                0.07486,                 2.2885,                 3.3769,                  2.448,                 1.6471,             0.00031923,             0.00031923,             0.00031923
                    247,                0.92325,                 1.2505,                0.56427,                0.87317,                0.32183,                0.28887,                0.23461,                0.12474,                0.31339,                0.20007,                0.18866,                0.08197,                 2.2641,                 3.3176,                 2.3037,                  1.656,             0.00031373,             0.00031373,             0.00031373
                    248,                0.91588,                 1.2332,                0.55881,                0.87605,                0.34088,                0.28081,                0.24552,                0.13071,                0.34069,                0.20583,                0.20475,                0.08621,                 2.2721,                 3.4593,                 2.2222,                 1.6649,             0.00030823,             0.00030823,             0.00030823
                    249,                0.89722,                 1.2171,                0.55076,                0.86662,                0.33459,                0.28403,                0.25391,                 0.1308,                0.39041,                0.19332,                 0.1981,                0.08656,                   2.22,                 3.3886,                 2.1613,                 1.6237,             0.00030273,             0.00030273,             0.00030273
                    250,                0.90044,                 1.2276,                0.56098,                0.86407,                0.34081,                0.26492,                0.24891,                0.13194,                0.36639,                0.19171,                0.19552,                0.08453,                 2.2767,                 3.3746,                 2.2616,                 1.6818,             0.00029723,             0.00029723,             0.00029723
                    251,                0.88632,                 1.2184,                0.54711,                 0.8684,                0.29632,                0.33503,                0.25507,                  0.133,                 0.3005,                0.21082,                0.19968,                0.09073,                 2.3109,                 3.3843,                  2.222,                 1.6985,             0.00029172,             0.00029172,             0.00029172
                    252,                0.90138,                  1.228,                0.55943,                0.87071,                0.33847,                0.26818,                0.25172,                0.13104,                0.37242,                0.19147,                0.19707,                0.08426,                  2.312,                 3.4371,                 2.1921,                 1.6817,             0.00028622,             0.00028622,             0.00028622
                    253,                0.89059,                 1.2077,                0.55114,                0.86968,                0.32263,                0.28565,                0.23935,                 0.1255,                0.35354,                0.18526,                0.19031,                0.07878,                 2.2944,                 3.4809,                 2.1893,                 1.6766,             0.00028072,             0.00028072,             0.00028072
                    254,                0.89318,                 1.1953,                 0.5508,                0.86586,                0.33515,                0.30314,                0.24627,                0.12904,                0.33504,                0.20818,                0.20471,                 0.0891,                 2.2321,                 3.4054,                 2.3018,                 1.6448,             0.00027522,             0.00027522,             0.00027522
                    255,                0.90868,                 1.2325,                0.56402,                0.87059,                0.35234,                 0.2731,                0.24047,                0.12428,                0.31658,                0.21578,                0.20347,                 0.0823,                 2.2812,                 3.2803,                 2.3512,                 1.6556,             0.00026972,             0.00026972,             0.00026972
                    256,                0.89226,                 1.2235,                0.55323,                0.85916,                0.37692,                0.27758,                0.25072,                0.12423,                0.32213,                0.19171,                0.19205,                0.08095,                 2.2123,                 3.3352,                 2.3897,                 1.6142,             0.00026422,             0.00026422,             0.00026422
                    257,                0.89274,                 1.2226,                0.54936,                0.86307,                0.36973,                0.28565,                 0.2433,                0.12018,                0.26961,                  0.203,                0.18231,                0.08006,                 2.2373,                 3.3144,                 2.4506,                 1.6041,             0.00025872,             0.00025872,             0.00025872
                    258,                0.90823,                 1.2324,                0.55858,                0.86644,                 0.3783,                0.28503,                0.25474,                0.12828,                0.29853,                0.21417,                0.19734,                0.08835,                  2.259,                 3.3649,                 2.2626,                 1.6329,             0.00025322,             0.00025322,             0.00025322
                    259,                0.89669,                   1.25,                0.55898,                0.86594,                0.34613,                0.29676,                0.25236,                0.12272,                0.37691,                0.18998,                0.18952,                0.07974,                 2.2965,                 3.4398,                 2.3092,                 1.6726,             0.00024772,             0.00024772,             0.00024772
                    260,                0.89833,                 1.2743,                0.55143,                0.87453,                0.32382,                0.28738,                0.23576,                0.12242,                0.37724,                0.18675,                0.19349,                0.08122,                  2.303,                 3.4722,                 2.2223,                 1.6644,             0.00024222,             0.00024222,             0.00024222
                    261,                0.90639,                 1.2416,                0.56145,                0.86817,                0.33655,                0.30826,                 0.2454,                0.12863,                0.26461,                0.21656,                0.19076,                0.07925,                 2.3004,                 3.4377,                 2.3938,                 1.6684,             0.00023671,             0.00023671,             0.00023671
                    262,                0.87967,                  1.212,                0.54948,                 0.8637,                0.32344,                 0.3316,                0.25144,                0.12445,                0.33019,                0.20818,                0.19473,                0.08256,                 2.3287,                 3.4552,                 2.4094,                 1.6875,             0.00023121,             0.00023121,             0.00023121
                    263,                0.88897,                 1.2139,                0.55014,                0.86784,                0.34288,                0.30228,                0.25229,                0.12869,                0.43447,                0.18824,                0.20487,                0.08776,                 2.3245,                 3.4737,                 2.4287,                 1.6915,             0.00022571,             0.00022571,             0.00022571
                    264,                0.87559,                 1.1981,                0.53915,                0.86633,                 0.3345,                0.29831,                0.24074,                0.12304,                0.28261,                0.22993,                0.19168,                0.08204,                 2.3014,                 3.4202,                 2.4861,                 1.6671,             0.00022021,             0.00022021,             0.00022021
                    265,                0.86259,                 1.1833,                0.53019,                0.85814,                0.34533,                0.29359,                0.24518,                 0.1246,                0.28511,                0.22557,                0.18684,                0.08289,                  2.259,                 3.4735,                 2.5229,                 1.6466,             0.00021471,             0.00021471,             0.00021471
                    266,                0.88838,                 1.2331,                0.55259,                0.86998,                0.39555,                0.28242,                0.24883,                0.12652,                0.30301,                0.21554,                0.18955,                0.08373,                 2.2823,                 3.4558,                 2.4432,                 1.6639,             0.00020921,             0.00020921,             0.00020921
                    267,                0.87474,                 1.1914,                0.53945,                0.86454,                0.34062,                0.28082,                0.23888,                0.12362,                0.29627,                0.21876,                0.18582,                0.08372,                 2.2904,                 3.4267,                  2.505,                 1.6714,             0.00020371,             0.00020371,             0.00020371
                    268,                0.88489,                 1.2101,                0.54576,                0.86686,                0.31663,                0.28552,                0.21927,                0.11105,                0.28374,                0.19308,                0.15706,                0.07303,                 2.2942,                 3.4902,                 2.6025,                 1.6696,             0.00019821,             0.00019821,             0.00019821
                    269,                0.86023,                 1.1892,                0.52442,                0.85631,                0.34294,                0.27758,                0.22405,                 0.1131,                0.32165,                0.18623,                0.16296,                0.07541,                 2.2816,                 3.4029,                 2.6372,                 1.6625,             0.00019271,             0.00019271,             0.00019271
                    270,                0.87136,                 1.1983,                0.53584,                0.86198,                0.38326,                0.27771,                0.25022,                0.12574,                0.30689,                0.20123,                0.17404,                0.07752,                 2.2527,                  3.386,                  2.368,                 1.6356,              0.0001872,              0.0001872,              0.0001872
                    271,                0.86456,                  1.173,                0.53578,                0.85949,                0.32812,                0.30947,                0.24975,                0.12724,                0.28335,                0.20437,                0.17247,                0.08002,                 2.2397,                 3.4646,                 2.3986,                 1.6423,              0.0001817,              0.0001817,              0.0001817
                    272,                0.87358,                 1.1771,                0.54102,                0.86196,                0.36492,                0.28875,                0.25424,                 0.1292,                0.32397,                 0.2107,                0.18559,                  0.081,                 2.2625,                 3.4598,                 2.3089,                 1.6547,              0.0001762,              0.0001762,              0.0001762
                    273,                0.85942,                 1.1742,                0.52746,                0.85959,                0.36303,                0.28748,                0.25858,                0.13377,                0.34159,                0.18985,                0.18462,                 0.0822,                 2.2805,                 3.4288,                 2.3785,                 1.6784,              0.0001707,              0.0001707,              0.0001707
                    274,                0.87127,                 1.1568,                0.53468,                0.86003,                0.33827,                0.29513,                0.24733,                0.13038,                0.32196,                0.19941,                0.19342,                0.08013,                 2.2953,                 3.4946,                 2.3492,                  1.703,              0.0001652,              0.0001652,              0.0001652
                    275,                0.85404,                 1.1749,                0.52353,                0.85593,                0.37881,                0.26952,                0.23845,                0.11849,                0.30348,                0.20909,                 0.1783,                0.07716,                 2.3291,                  3.549,                 2.3421,                 1.7302,              0.0001597,              0.0001597,              0.0001597
                    276,                0.86966,                 1.1783,                0.53049,                0.85872,                0.34066,                 0.2854,                0.23879,                0.11374,                0.37691,                0.18501,                0.17363,                0.07823,                 2.3431,                 3.5313,                 2.4462,                 1.7254,              0.0001542,              0.0001542,              0.0001542
                    277,                0.84858,                 1.1562,                0.52243,                0.85338,                0.29799,                0.30331,                0.23927,                0.12294,                0.28972,                0.19469,                0.17866,                0.08001,                 2.3294,                 3.5346,                 2.4271,                 1.7126,              0.0001487,              0.0001487,              0.0001487
                    278,                0.87758,                 1.1933,                0.53497,                0.86276,                0.28611,                0.31282,                0.23198,                0.11898,                0.29647,                0.20759,                0.18066,                0.08013,                 2.3432,                 3.5027,                 2.5598,                 1.6904,              0.0001432,              0.0001432,              0.0001432
                    279,                0.84362,                 1.1601,                0.51989,                0.85469,                0.30142,                0.31431,                0.23767,                0.12108,                0.33206,                0.19493,                 0.1836,                0.07835,                 2.3435,                 3.5477,                 2.4756,                 1.7053,             0.00013769,             0.00013769,             0.00013769
                    280,                0.84629,                 1.1626,                0.52375,                0.85759,                0.38722,                0.25029,                0.24825,                0.13122,                  0.423,                0.16603,                0.18744,                0.08076,                 2.3361,                 3.5551,                 2.4279,                 1.7034,             0.00013219,             0.00013219,             0.00013219
                    281,                0.84477,                 1.1536,                0.51946,                0.85672,                0.34794,                 0.2648,                0.24781,                0.12875,                0.34018,                0.19147,                0.18097,                0.08129,                 2.3135,                 3.5693,                 2.5883,                 1.7017,             0.00012669,             0.00012669,             0.00012669
                    282,                 0.8437,                  1.176,                0.51815,                0.85457,                0.32079,                0.29532,                0.23443,                 0.1193,                0.32793,                0.18824,                0.17225,                0.07785,                 2.2779,                 3.5284,                 2.4618,                 1.6776,             0.00012119,             0.00012119,             0.00012119
                    283,                 0.8397,                 1.1586,                0.52238,                0.85978,                0.34219,                0.27274,                0.23122,                0.12186,                0.35214,                0.18514,                0.17119,                0.07709,                 2.3005,                 3.5531,                 2.4775,                 1.7018,             0.00011569,             0.00011569,             0.00011569
                    284,                0.84982,                 1.1876,                0.52507,                0.85838,                0.36022,                0.26567,                0.24012,                0.12639,                0.31888,                0.19792,                0.18293,                0.07832,                 2.3353,                 3.5413,                 2.4759,                 1.7173,             0.00011019,             0.00011019,             0.00011019
