                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                 1.4043,                 1.8554,                0.98837,                0.99935,                0.39159,                0.25466,                0.21755,                0.11113,                0.28938,                0.18699,                0.15555,                0.06538,                 2.0927,                 3.0005,                  2.146,                  1.377,              0.0011114,              0.0011114,              0.0011114
                    103,                 1.4468,                  1.903,                 1.0176,                 1.0204,                 0.3719,                0.25843,                0.21466,                0.10583,                0.32142,                0.19834,                 0.1653,                0.06906,                 2.1314,                 3.0849,                 2.0816,                 1.3859,              0.0011059,              0.0011059,              0.0011059
                    104,                 1.4406,                 1.8846,                0.99608,                 1.0134,                0.37524,                0.24247,                0.22063,                0.11382,                0.28951,                0.19494,                 0.1728,                0.07369,                 2.0502,                   2.91,                 2.0585,                 1.3951,              0.0011004,              0.0011004,              0.0011004
                    105,                 1.4486,                 1.9325,                  1.025,                 1.0226,                 0.3129,                0.28818,                0.22386,                0.11942,                0.30134,                0.20449,                0.18573,                0.07751,                 2.0049,                 2.8929,                 1.9096,                 1.3992,              0.0010949,              0.0010949,              0.0010949
                    106,                 1.4287,                  1.884,                0.98619,                 1.0152,                0.32293,                0.31871,                0.23663,                0.11921,                0.33275,                0.18012,                0.17576,                0.07868,                 1.9546,                 2.9077,                 2.2155,                  1.293,              0.0010894,              0.0010894,              0.0010894
                    107,                   1.44,                 1.8738,                0.99852,                 1.0093,                0.32872,                0.27274,                 0.2373,                  0.123,                0.28885,                0.20121,                0.18244,                0.08107,                 2.0185,                 2.8251,                 2.1675,                 1.3419,              0.0010839,              0.0010839,              0.0010839
                    108,                  1.389,                 1.8613,                0.96848,                0.99965,                0.35324,                0.30811,                0.25225,                 0.1258,                0.25839,                0.21417,                0.17515,                0.07522,                 2.1046,                 2.8912,                 1.9968,                 1.3917,              0.0010784,              0.0010784,              0.0010784
                    109,                 1.4217,                 1.9017,                0.98834,                 1.0074,                0.37442,                0.29669,                0.22678,                0.11145,                0.28015,                0.18067,                0.15231,                0.06383,                  2.122,                  2.755,                 2.0342,                  1.384,              0.0010729,              0.0010729,              0.0010729
                    110,                 1.3956,                  1.831,                0.95586,                 1.0065,                0.36926,                0.24085,                0.22666,                0.11812,                0.24999,                0.20611,                0.17432,                0.07265,                 2.0843,                 2.7776,                 2.0364,                 1.4189,              0.0010674,              0.0010674,              0.0010674
                    111,                 1.3865,                 1.8133,                0.94835,                  1.002,                0.40528,                0.26275,                  0.234,                0.11751,                0.32323,                0.18849,                0.17318,                0.06697,                 2.1864,                 2.8725,                 1.9681,                 1.4584,              0.0010619,              0.0010619,              0.0010619
                    112,                  1.419,                 1.8706,                0.96737,                 1.0144,                0.41874,                0.27448,                0.25152,                0.12475,                0.30579,                0.18216,                0.17153,                0.06674,                 1.9898,                 2.7096,                  2.289,                 1.2579,              0.0010564,              0.0010564,              0.0010564
                    113,                 1.3791,                  1.829,                0.94819,                0.99399,                0.31295,                0.25698,                0.20328,                0.10488,                0.25206,                0.16788,                0.16083,                0.06722,                  2.202,                 2.9384,                 1.9667,                 1.4829,              0.0010509,              0.0010509,              0.0010509
                    114,                 1.3813,                 1.8606,                0.95177,                0.98931,                0.36471,                0.26791,                 0.2255,                0.11988,                0.26445,                0.20127,                0.17212,                0.07771,                 2.1629,                 2.7022,                 2.0153,                 1.3799,              0.0010454,              0.0010454,              0.0010454
                    115,                 1.4147,                 1.8573,                 0.9726,                 0.9979,                0.35617,                0.25053,                0.21201,                0.11203,                0.26387,                0.21094,                0.17155,                0.07028,                 2.1821,                 2.7637,                 2.0517,                 1.3998,              0.0010399,              0.0010399,              0.0010399
                    116,                 1.4023,                 1.8406,                0.95783,                0.99365,                0.35531,                0.24743,                0.21556,                0.10794,                0.22996,                0.20474,                0.16567,                0.06759,                 2.1264,                 2.6774,                 2.0677,                 1.4299,              0.0010344,              0.0010344,              0.0010344
                    117,                  1.382,                   1.84,                0.94144,                0.99154,                0.31017,                0.28924,                0.21206,                0.10885,                0.30469,                0.19953,                0.16292,                0.06974,                 2.1193,                 2.8529,                 2.1894,                 1.4246,              0.0010289,              0.0010289,              0.0010289
                    118,                 1.3647,                  1.834,                0.93179,                0.98665,                0.30703,                0.28726,                0.23121,                0.11824,                0.22441,                0.22844,                0.18093,                0.06993,                  2.081,                 3.0076,                 2.0308,                 1.4636,              0.0010234,              0.0010234,              0.0010234
                    119,                 1.3676,                 1.8056,                0.93404,                0.98554,                0.34754,                0.25649,                0.21375,                0.11299,                0.30101,                 0.1917,                0.15847,                0.06686,                 2.1264,                 2.9211,                 2.0316,                 1.4242,              0.0010179,              0.0010179,              0.0010179
                    120,                 1.3797,                 1.7917,                0.94938,                0.98825,                0.34701,                0.27597,                0.21336,                0.10466,                0.34086,                0.17397,                0.15595,                0.06212,                 2.1351,                 3.0812,                 2.2622,                 1.4335,              0.0010124,              0.0010124,              0.0010124
                    121,                 1.3487,                  1.802,                0.92433,                0.98309,                0.37667,                0.29334,                0.22105,                0.11812,                0.29419,                0.22981,                0.18291,                 0.0691,                 2.0634,                  2.983,                 2.2102,                 1.4013,              0.0010069,              0.0010069,              0.0010069
                    122,                 1.3414,                 1.7354,                0.90276,                0.97631,                0.38132,                0.27423,                0.22949,                0.11813,                0.30699,                0.21864,                0.18583,                0.07149,                 2.0488,                  3.019,                 2.1237,                 1.3532,              0.0010014,              0.0010014,              0.0010014
                    123,                 1.3728,                 1.8433,                0.93015,                0.98346,                0.35786,                 0.2725,                0.22227,                0.11361,                0.23466,                0.24648,                0.18445,                 0.0721,                 2.0621,                 2.9094,                 2.3363,                  1.295,             0.00099587,             0.00099587,             0.00099587
                    124,                 1.3661,                 1.7922,                 0.9077,                0.98576,                0.40364,                0.28218,                 0.2424,                0.12401,                0.24191,                0.23949,                0.17875,                0.07441,                 2.0151,                  3.009,                 2.4354,                 1.3146,             0.00099036,             0.00099036,             0.00099036
                    125,                 1.3593,                 1.8003,                 0.9154,                0.97648,                0.46048,                0.24706,                0.23488,                0.11997,                0.31444,                 0.2107,                0.18043,                0.07277,                 2.0595,                 2.8629,                 2.1183,                 1.3902,             0.00098486,             0.00098486,             0.00098486
                    126,                   1.33,                 1.7731,                0.89773,                0.98208,                 0.3509,                0.29986,                0.22769,                0.11393,                0.26206,                0.20288,                0.16544,                 0.0662,                 2.1062,                 2.9685,                 2.2767,                 1.4469,             0.00097936,             0.00097936,             0.00097936
                    127,                 1.3348,                 1.7717,                0.89137,                0.98234,                0.35538,                0.26021,                0.22085,                0.11688,                0.26111,                0.25561,                0.18154,                0.07641,                 2.0929,                 2.9112,                 2.1825,                 1.3721,             0.00097386,             0.00097386,             0.00097386
                    128,                 1.3546,                 1.7927,                0.91018,                0.98176,                0.37275,                0.27274,                0.22375,                0.11114,                0.25672,                0.21392,                0.16366,                0.06982,                 2.0685,                 3.0226,                 2.4699,                   1.28,             0.00096836,             0.00096836,             0.00096836
                    129,                 1.3581,                 1.8135,                0.91966,                0.98608,                 0.3352,                0.25549,                0.21528,                0.10693,                0.23475,                0.23179,                0.16362,                0.06756,                 2.1225,                 2.8446,                  2.077,                 1.4798,             0.00096286,             0.00096286,             0.00096286
                    130,                 1.3578,                 1.7854,                0.90161,                0.97619,                0.41226,                0.25339,                0.21768,                0.10603,                0.27156,                0.21554,                0.16174,                0.05953,                 2.1157,                 3.0135,                  2.341,                 1.4214,             0.00095736,             0.00095736,             0.00095736
                    131,                 1.3264,                 1.7612,                0.87896,                0.96898,                 0.3718,                0.27436,                0.22057,                0.10691,                0.28205,                0.19171,                0.14743,                0.05972,                  2.184,                 2.9525,                 2.2845,                 1.4442,             0.00095186,             0.00095186,             0.00095186
                    132,                 1.3299,                 1.7526,                 0.8764,                 0.9693,                0.29669,                0.31443,                0.21219,                0.10659,                0.21399,                0.23328,                0.15298,                0.06324,                 2.0753,                 2.9834,                 2.3006,                 1.3531,             0.00094636,             0.00094636,             0.00094636
                    133,                 1.2912,                 1.7021,                0.85968,                 0.9656,                0.31276,                0.31109,                0.22247,                0.11312,                0.21586,                0.22372,                0.14841,                0.06302,                 2.1401,                 2.9296,                 2.2137,                 1.4348,             0.00094085,             0.00094085,             0.00094085
                    134,                 1.2894,                 1.7084,                0.85489,                0.96571,                0.32708,                0.29645,                0.22251,                0.11064,                0.24431,                0.25588,                0.17666,                0.07245,                 2.1839,                 2.9291,                 2.1533,                   1.46,             0.00093535,             0.00093535,             0.00093535
                    135,                 1.3046,                 1.7438,                0.86881,                0.96956,                0.29769,                0.30947,                0.21007,                0.10441,                0.22284,                 0.2411,                0.15401,                0.06524,                 2.2443,                 3.0023,                 2.1074,                 1.5628,             0.00092985,             0.00092985,             0.00092985
                    136,                 1.3131,                 1.7389,                0.86877,                0.97454,                 0.3661,                0.24706,                0.21227,                0.10813,                 0.2277,                 0.2061,                0.15287,                0.06102,                 2.1443,                 2.8942,                 2.4104,                 1.3865,             0.00092435,             0.00092435,             0.00092435
                    137,                 1.2976,                 1.7012,                0.87476,                0.96262,                0.41821,                0.26629,                 0.2275,                0.10863,                0.21577,                0.22683,                0.15753,                 0.0662,                 2.2037,                 2.9725,                   2.41,                 1.4084,             0.00091885,             0.00091885,             0.00091885
                    138,                 1.3021,                 1.7073,                0.85134,                0.96311,                0.35247,                0.26803,                0.22053,                 0.1071,                0.23741,                0.21681,                0.16043,                0.06313,                 2.2112,                 3.0411,                 2.5886,                 1.4323,             0.00091335,             0.00091335,             0.00091335
                    139,                 1.2939,                  1.739,                0.85823,                0.96711,                0.35615,                0.29359,                 0.2239,                0.11121,                0.24272,                0.22161,                0.17356,                0.07392,                 2.1574,                 3.0437,                 2.1298,                 1.4602,             0.00090785,             0.00090785,             0.00090785
                    140,                 1.3226,                 1.7547,                 0.8908,                 0.9712,                0.46592,                0.23011,                0.22923,                0.11282,                 0.3443,                0.16776,                 0.1665,                0.06886,                 2.1756,                 3.0916,                 2.2387,                 1.4566,             0.00090235,             0.00090235,             0.00090235
                    141,                 1.3333,                 1.7904,                0.89267,                0.97997,                0.33927,                0.27287,                0.21156,                0.10882,                0.22822,                0.21095,                0.15991,                0.06682,                 2.1166,                 2.9448,                 2.2493,                 1.3818,             0.00089685,             0.00089685,             0.00089685
                    142,                 1.2842,                 1.7249,                0.84341,                0.95849,                 0.3725,                0.24892,                 0.2095,                0.10835,                0.30626,                0.18687,                0.16223,                0.06388,                 2.1052,                  3.023,                 2.4591,                 1.3706,             0.00089134,             0.00089134,             0.00089134
                    143,                 1.2889,                 1.7161,                0.85446,                0.97066,                0.40108,                0.25202,                0.21825,                0.11136,                0.27039,                0.20117,                0.16103,                0.06587,                 2.1358,                 3.1237,                 2.3444,                 1.3849,             0.00088584,             0.00088584,             0.00088584
                    144,                 1.2746,                 1.6748,                0.84594,                 0.9606,                0.35533,                0.30625,                0.22439,                0.11469,                0.30846,                0.21392,                0.17363,                0.06715,                 2.1531,                 3.1445,                 2.1457,                 1.3911,             0.00088034,             0.00088034,             0.00088034
                    145,                 1.2891,                 1.6887,                0.83943,                0.95778,                0.28909,                0.29992,                0.21489,                0.11101,                0.21724,                0.26611,                0.17162,                0.06621,                 2.1831,                 3.0146,                 2.0875,                 1.4143,             0.00087484,             0.00087484,             0.00087484
                    146,                 1.2638,                  1.679,                0.83716,                0.94977,                0.36437,                0.26778,                0.20541,                0.10379,                0.30553,                0.19525,                0.16032,                0.06918,                 2.2095,                 3.0467,                 2.3412,                 1.4004,             0.00086934,             0.00086934,             0.00086934
                    147,                 1.2984,                 1.7114,                0.85824,                0.96145,                0.29986,                0.29496,                 0.2182,                0.11092,                0.23349,                 0.2267,                0.16774,                0.06876,                 2.1834,                  3.002,                 2.2466,                 1.4005,             0.00086384,             0.00086384,             0.00086384
                    148,                 1.2851,                 1.7203,                 0.8412,                 0.9599,                  0.341,                0.25823,                0.21027,                0.10608,                0.26509,                0.20896,                0.16108,                 0.0633,                 2.2028,                 3.1261,                 2.1959,                 1.4131,             0.00085834,             0.00085834,             0.00085834
                    149,                 1.2778,                 1.6767,                0.84228,                0.96469,                 0.3714,                0.26145,                0.23076,                0.11716,                0.24578,                0.21566,                  0.173,                0.07254,                 2.1086,                 3.0825,                 2.0801,                 1.3806,             0.00085284,             0.00085284,             0.00085284
                    150,                 1.2494,                 1.6333,                0.82896,                0.94496,                0.37012,                 0.2313,                0.22137,                0.11244,                0.20295,                0.22038,                0.15507,                0.06608,                 2.0766,                 3.1849,                 2.1608,                 1.3516,             0.00084734,             0.00084734,             0.00084734
                    151,                 1.2899,                 1.7079,                0.84886,                0.95745,                0.38389,                0.25214,                0.21756,                0.10718,                0.23404,                0.22385,                0.16492,                0.07228,                 2.1311,                 3.1779,                 2.1733,                 1.3707,             0.00084184,             0.00084184,             0.00084184
                    152,                 1.2626,                 1.6463,                0.81867,                0.95611,                0.33792,                0.27242,                0.21458,                0.10988,                0.21642,                0.24432,                0.16047,                0.06717,                 2.1824,                 3.1811,                 2.1009,                 1.4288,             0.00083633,             0.00083633,             0.00083633
                    153,                 1.2709,                 1.6719,                 0.8202,                0.95519,                0.32959,                0.29645,                0.21277,                  0.107,                0.28727,                0.22174,                0.18102,                 0.0747,                  2.133,                  3.259,                 2.3993,                 1.3232,             0.00083083,             0.00083083,             0.00083083
                    154,                 1.2774,                 1.6548,                0.83061,                0.95401,                0.32128,                0.24383,                 0.2025,                0.10202,                0.31146,                0.16119,                0.16103,                0.06804,                 2.2485,                 3.3221,                 2.2199,                 1.4202,             0.00082533,             0.00082533,             0.00082533
                    155,                 1.2411,                 1.6289,                0.79535,                0.94585,                0.40045,                0.25351,                0.22522,                0.11179,                0.30833,                0.15498,                0.16437,                 0.0666,                 2.1131,                 3.1581,                 2.2338,                 1.4087,             0.00081983,             0.00081983,             0.00081983
