                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.2882,                0.87088,                  1.169,                0.32655,                0.29036,                0.22926,                0.11365,                 2.1774,                 2.2477,                 2.1728,             0.00085834,             0.00085834,             0.00085834
                    149,                 1.2628,                0.86469,                 1.1587,                0.31526,                0.29334,                0.22679,                0.11684,                 2.1816,                 2.3745,                 2.1612,             0.00085284,             0.00085284,             0.00085284
                    150,                 1.2435,                0.83582,                 1.1381,                0.31263,                0.29198,                0.21818,                 0.1101,                 2.1511,                 2.5404,                 2.2014,             0.00084734,             0.00084734,             0.00084734
                    151,                 1.2932,                0.88252,                 1.1677,                0.33185,                0.29818,                0.23195,                0.11456,                 2.2008,                 2.2298,                  2.331,             0.00084184,             0.00084184,             0.00084184
                    152,                  1.281,                0.86227,                  1.162,                0.31877,                0.27125,                0.21661,                0.10935,                 2.2166,                  2.417,                 2.3987,             0.00083633,             0.00083633,             0.00083633
                    153,                 1.2606,                0.83632,                 1.1461,                0.32682,                0.27758,                0.21045,                0.10661,                 2.2536,                 2.7235,                 2.2969,             0.00083083,             0.00083083,             0.00083083
                    154,                 1.2932,                0.85189,                 1.1565,                 0.3157,                0.28391,                0.23127,                0.11998,                 2.1435,                 2.7863,                 1.9924,             0.00082533,             0.00082533,             0.00082533
                    155,                 1.2406,                 0.8216,                 1.1391,                0.33329,                0.28875,                0.23799,                0.11922,                 2.2088,                 2.3656,                 2.3116,             0.00081983,             0.00081983,             0.00081983
                    156,                 1.2263,                0.81565,                 1.1327,                0.32866,                  0.255,                0.20604,                0.10611,                 2.2384,                 2.7526,                 2.3174,             0.00081433,             0.00081433,             0.00081433
                    157,                 1.2293,                0.80025,                  1.133,                0.32998,                0.28052,                0.21823,                0.11375,                 2.1973,                 2.6586,                 2.2178,             0.00080883,             0.00080883,             0.00080883
                    158,                 1.2408,                0.81901,                 1.1368,                 0.3341,                0.27262,                0.21411,                0.10846,                 2.2338,                  2.476,                 2.2812,             0.00080333,             0.00080333,             0.00080333
                    159,                 1.2423,                0.82608,                 1.1428,                0.28937,                0.29347,                 0.2177,                0.11371,                 2.2092,                 2.8305,                 2.1969,             0.00079783,             0.00079783,             0.00079783
                    160,                 1.2474,                0.83486,                 1.1376,                0.46109,                0.24085,                0.24463,                0.12463,                 2.2139,                 2.5999,                 2.1694,             0.00079233,             0.00079233,             0.00079233
                    161,                 1.2415,                0.84353,                 1.1279,                0.36231,                0.26964,                0.22062,                 0.1106,                  2.225,                 2.5764,                 2.2678,             0.00078682,             0.00078682,             0.00078682
                    162,                 1.2165,                0.81771,                 1.1292,                0.33954,                 0.2464,                0.21295,                0.10799,                 2.2375,                 2.7363,                 2.2183,             0.00078132,             0.00078132,             0.00078132
                    163,                 1.2184,                0.81689,                 1.1294,                0.36932,                0.24098,                0.21379,                0.10979,                 2.2481,                 2.4514,                 2.3128,             0.00077582,             0.00077582,             0.00077582
                    164,                 1.2249,                0.81491,                  1.131,                0.34597,                0.27262,                0.21082,                0.10446,                 2.2222,                 2.4987,                 2.2889,             0.00077032,             0.00077032,             0.00077032
                    165,                 1.2104,                0.79247,                 1.1144,                0.33678,                0.26145,                0.21735,                 0.1139,                 2.2223,                 2.4682,                 2.2475,             0.00076482,             0.00076482,             0.00076482
                    166,                 1.2161,                0.80281,                 1.1308,                0.37415,                0.24234,                0.21842,                0.11551,                  2.247,                 2.7224,                 2.3557,             0.00075932,             0.00075932,             0.00075932
                    167,                 1.2302,                 0.8183,                 1.1113,                0.43548,                0.21678,                0.21135,                0.11586,                 2.2564,                 2.7994,                 2.3407,             0.00075382,             0.00075382,             0.00075382
                    168,                 1.1884,                0.78594,                 1.1109,                0.36057,                0.25661,                0.21595,                 0.1151,                 2.2087,                 2.6538,                 2.3202,             0.00074832,             0.00074832,             0.00074832
                    169,                 1.2103,                0.79784,                 1.1143,                 0.4022,                0.22969,                0.22773,                0.12578,                 2.2074,                 2.2953,                  2.323,             0.00074282,             0.00074282,             0.00074282
                    170,                 1.2159,                0.79178,                 1.1155,                0.37769,                  0.255,                0.22426,                0.11034,                 2.2552,                 3.1077,                 2.3104,             0.00073731,             0.00073731,             0.00073731
                    171,                 1.2041,                0.78917,                 1.1119,                0.35197,                0.25525,                0.22056,                 0.1202,                 2.1601,                 2.5002,                  2.225,             0.00073181,             0.00073181,             0.00073181
                    172,                 1.1863,                0.77047,                 1.1076,                0.40874,                0.24383,                0.21567,                 0.1193,                 2.2341,                 2.6075,                 2.2857,             0.00072631,             0.00072631,             0.00072631
                    173,                 1.1838,                0.77126,                 1.1019,                0.38503,                0.24259,                0.22024,                0.11671,                 2.1575,                 2.8485,                 1.9774,             0.00072081,             0.00072081,             0.00072081
                    174,                 1.1899,                0.78269,                 1.1094,                0.31591,                0.26182,                  0.217,                0.11318,                 2.2197,                 2.6135,                 2.2257,             0.00071531,             0.00071531,             0.00071531
                    175,                 1.1852,                0.77832,                 1.0962,                0.33108,                 0.2648,                0.21821,                0.11265,                 2.2423,                 2.4294,                 2.3128,             0.00070981,             0.00070981,             0.00070981
                    176,                  1.197,                0.77897,                 1.0941,                0.28771,                0.31568,                0.22656,                0.11715,                 2.1312,                 2.9916,                 2.0761,             0.00070431,             0.00070431,             0.00070431
                    177,                 1.1933,                0.77212,                 1.1036,                0.32037,                0.29483,                0.23236,                  0.122,                 2.1984,                 2.8641,                 2.1629,             0.00069881,             0.00069881,             0.00069881
                    178,                 1.2004,                 0.7737,                 1.0959,                0.32723,                0.27113,                0.22963,                0.11716,                 2.2544,                 2.6799,                 2.3259,             0.00069331,             0.00069331,             0.00069331
                    179,                  1.216,                0.78447,                 1.1081,                0.34323,                0.27101,                0.21743,                 0.1085,                 2.2413,                 2.7754,                 2.2747,              0.0006878,              0.0006878,              0.0006878
                    180,                 1.1737,                  0.764,                 1.0913,                0.36831,                0.29111,                0.23232,                0.12095,                 2.1973,                 2.6215,                 2.2347,              0.0006823,              0.0006823,              0.0006823
                    181,                 1.1671,                 0.7698,                 1.0982,                0.32168,                0.26145,                0.22265,                0.11451,                 2.2219,                 2.5504,                 2.2903,              0.0006768,              0.0006768,              0.0006768
                    182,                 1.1575,                0.74839,                 1.0874,                0.30246,                0.29347,                0.21281,                 0.1134,                   2.26,                 2.5016,                  2.262,              0.0006713,              0.0006713,              0.0006713
                    183,                  1.139,                0.73679,                 1.0721,                0.32708,                0.27597,                0.23312,                0.12216,                 2.2229,                 2.4183,                 2.3443,              0.0006658,              0.0006658,              0.0006658
                    184,                 1.1742,                0.76491,                 1.0973,                0.35661,                0.27758,                 0.2367,                0.12919,                 2.2602,                 2.4917,                 2.2427,              0.0006603,              0.0006603,              0.0006603
                    185,                 1.1596,                0.74427,                 1.0848,                0.40134,                0.27117,                0.22495,                0.11917,                 2.2539,                 2.5185,                  2.371,              0.0006548,              0.0006548,              0.0006548
                    186,                 1.1387,                0.74412,                 1.0809,                0.36977,                0.24073,                0.22476,                0.12232,                 2.1929,                 2.6477,                 2.2947,              0.0006493,              0.0006493,              0.0006493
                    187,                 1.1214,                0.72019,                 1.0691,                0.41131,                 0.2596,                0.24048,                 0.1267,                 2.2265,                 2.6092,                 2.2995,              0.0006438,              0.0006438,              0.0006438
                    188,                 1.1749,                0.75615,                 1.0808,                 0.3867,                0.27262,                0.22881,                0.12223,                 2.2371,                 2.4682,                 2.2955,             0.00063829,             0.00063829,             0.00063829
                    189,                 1.1429,                0.73824,                 1.0784,                0.32725,                0.25324,                0.21557,                0.11874,                 2.2582,                 2.5673,                 2.2752,             0.00063279,             0.00063279,             0.00063279
                    190,                 1.1521,                0.73273,                 1.0788,                0.33962,                0.27572,                0.22634,                0.12179,                 2.2892,                 2.8675,                 2.3845,             0.00062729,             0.00062729,             0.00062729
                    191,                 1.1294,                 0.7287,                 1.0681,                0.33005,                0.28963,                0.21913,                0.12039,                 2.2518,                 2.8862,                 2.2965,             0.00062179,             0.00062179,             0.00062179
                    192,                 1.1271,                0.71218,                 1.0577,                 0.3491,                0.26566,                0.21225,                0.11528,                 2.2775,                 2.7744,                 2.2865,             0.00061629,             0.00061629,             0.00061629
                    193,                 1.1633,                0.74409,                 1.0843,                0.33231,                0.26778,                0.19994,                0.10848,                 2.2616,                 2.6502,                 2.3524,             0.00061079,             0.00061079,             0.00061079
                    194,                 1.1696,                0.73943,                 1.0776,                0.33117,                0.28528,                0.22363,                0.12175,                 2.2616,                 2.8188,                 2.3476,             0.00060529,             0.00060529,             0.00060529
                    195,                 1.1293,                0.71573,                 1.0715,                0.32679,                 0.2725,                0.22048,                0.11238,                 2.2787,                 2.8383,                 2.3659,             0.00059979,             0.00059979,             0.00059979
                    196,                 1.1274,                0.71471,                 1.0697,                0.28474,                0.26366,                0.20556,                0.11145,                  2.234,                 2.7569,                 2.3656,             0.00059429,             0.00059429,             0.00059429
                    197,                 1.1269,                0.71766,                 1.0728,                0.30655,                0.25984,                 0.2095,                0.11193,                 2.2204,                 3.1405,                 2.3585,             0.00058878,             0.00058878,             0.00058878
                    198,                 1.1138,                0.70084,                 1.0612,                0.34735,                0.26294,                  0.238,                0.12242,                 2.2241,                 2.8474,                 2.2696,             0.00058328,             0.00058328,             0.00058328
                    199,                 1.1464,                0.74515,                 1.0714,                0.33595,                0.27399,                0.23264,                0.11987,                 2.2382,                 2.8335,                 2.2783,             0.00057778,             0.00057778,             0.00057778
                    200,                 1.1041,                0.69759,                 1.0589,                0.31987,                0.29633,                0.22807,                0.12347,                 2.2912,                 3.0446,                 2.3206,             0.00057228,             0.00057228,             0.00057228
                    201,                 1.1158,                0.70125,                 1.0479,                0.33849,                0.24383,                0.21033,                0.12122,                 2.1958,                 3.1008,                 2.2718,             0.00056678,             0.00056678,             0.00056678
                    202,                 1.1222,                0.71738,                 1.0557,                 0.3335,                0.22944,                0.19779,                0.11452,                 2.1965,                 3.0801,                 2.3119,             0.00056128,             0.00056128,             0.00056128
                    203,                 1.1015,                0.68931,                 1.0513,                0.30898,                0.28044,                0.21788,                0.11884,                 2.2648,                 2.8271,                 2.3188,             0.00055578,             0.00055578,             0.00055578
                    204,                 1.1269,                 0.7138,                  1.058,                0.35599,                0.24765,                0.21707,                0.11453,                 2.2554,                 2.8611,                 2.3325,             0.00055028,             0.00055028,             0.00055028
                    205,                 1.1141,                0.69588,                 1.0563,                0.39094,                0.25016,                0.22459,                0.11711,                 2.2516,                 2.9122,                 2.4061,             0.00054478,             0.00054478,             0.00054478
                    206,                 1.0977,                0.69148,                 1.0462,                 0.3667,                 0.2246,                 0.1995,                0.10301,                 2.2628,                 3.3443,                 2.4078,             0.00053927,             0.00053927,             0.00053927
                    207,                 1.1008,                0.69935,                 1.0564,                0.32053,                 0.2519,                0.20563,                0.10898,                 2.2566,                 2.6902,                 2.3608,             0.00053377,             0.00053377,             0.00053377
                    208,                 1.0914,                0.69263,                 1.0464,                0.33617,                0.25671,                0.20944,                0.11426,                 2.3093,                 3.0909,                 2.4249,             0.00052827,             0.00052827,             0.00052827
                    209,                 1.0949,                 0.6858,                 1.0451,                0.37463,                0.23129,                0.20603,                0.11092,                 2.3329,                 2.8443,                 2.4176,             0.00052277,             0.00052277,             0.00052277
                    210,                 1.0902,                0.68566,                 1.0432,                0.41331,                0.23403,                0.20747,                0.10963,                 2.3176,                 2.7916,                 2.4336,             0.00051727,             0.00051727,             0.00051727
                    211,                 1.0868,                0.68632,                 1.0464,                 0.2978,                0.27411,                0.21148,                0.11265,                 2.2855,                  2.872,                 2.3733,             0.00051177,             0.00051177,             0.00051177
                    212,                 1.0877,                0.67716,                  1.045,                0.32564,                0.24303,                0.21575,                0.11638,                 2.2906,                 2.8828,                 2.2934,             0.00050627,             0.00050627,             0.00050627
                    213,                 1.0916,                0.67465,                 1.0398,                0.31646,                0.24383,                0.20886,                 0.1118,                 2.3272,                 2.8445,                 2.3738,             0.00050077,             0.00050077,             0.00050077
                    214,                 1.0739,                0.66717,                 1.0452,                0.32771,                0.25351,                0.20351,                0.11167,                 2.2751,                 2.8385,                 2.3292,             0.00049527,             0.00049527,             0.00049527
                    215,                 1.0699,                0.67232,                 1.0349,                0.38434,                0.21505,                0.20071,                 0.1095,                 2.3186,                 3.1493,                 2.3984,             0.00048976,             0.00048976,             0.00048976
                    216,                 1.0713,                0.65661,                 1.0354,                0.35044,                0.23254,                0.20392,                0.11142,                 2.3249,                 3.1981,                 2.4295,             0.00048426,             0.00048426,             0.00048426
                    217,                 1.0688,                0.67176,                 1.0353,                0.37481,                0.23726,                0.20117,                 0.1112,                 2.2662,                 3.2194,                  2.384,             0.00047876,             0.00047876,             0.00047876
                    218,                 1.0812,                0.67583,                 1.0462,                0.38175,                0.23105,                0.21311,                0.11705,                 2.3035,                 2.9728,                 2.3265,             0.00047326,             0.00047326,             0.00047326
